word,pron
parade,pZrejd
paradigm,p[rYdajm
paragraph,pærYgræf
paragraph,p[rYgræf
parakeet,p[rYkit
paramedics,p[rYm[djks
paraphernalia,p[rYfZrnejliY
parcel,pQrsYl
pardon,pQrdYn
pare,p[r
parent,p[rYnt
parents,p[rYnts
paris,p[rjs
paris,pærjs
park,pQrkk+k
parker,pQrkZr
parking,pQrkjK
parliament,pQrlYmYnt
parlor,pQrlZr
parmesan,pQrmYzQn
parochial,pYroŠkiYl
parquet,pQrkej
parrot,p[rYt
part,pQrtt+t
partial,pQrƒYl
participate,pQrtjsYpejt
participation,pQrtjsYpejƒYn
particular,pYrtjkjYlZr
particular,pQrtjkjYlZr
particularly,pQrtjkjYlZrli
particularly,pYrtjkjYlZrli
parties,pQrtiz
partner,pQrtt+tnZr
partners,pQrtt+tnZrz
partnership,pQrtt+tnZrƒjp
partridge,pQrtrjd’
partridge,pQrtrYd’
parts,pQrtt+ts
party,pQrti
pass,pæs
passage,pæsYd’
passage,pæsjd’
passed,pæstt+ed
passenger,pæsYnd’Zr
passing,pæsjK
passion,pæƒYn
passionate,pæƒYnYt
past,pæstt+t
pasta,pQstY
paste,pejstt+t
pasteurize,pæstƒZrajz
pastor,pæstZr
pastrami,pYstrQmi
pastry,pejstri
pasture,pæstƒZr
pat,pæt
patch,pætƒ
pate,pejt
path,pæ¸
pathetic,pY¸[tjk
pathway,pæ¸wej
patience,pejƒYns
patient,pejƒYnt
patients,pejƒYnts
patients,pejƒYnz
patio,pætioŠ
patrick,pætrjk
patrol,pYtroŠl
patron,pejtrYn
pattern,pætZrn
patterns,pætZrnz
paul,pTl
paunch,pTntƒtƒ+ch
pause,pTz
pave,pejv
pavement,pejvmYnt
paw,pT
pawn,pTn
pawpaw,pTpT
pay,pej
payback,pejbæk
paying,pejjK
payroll,pejroŠl
pays,pejz
pea,pi
peace,pis
peaceful,pisfYl
peach,pitƒ
peacock,pikQk
peak,pik
peal,pil
peanut,pinŒt
peanut,pinYt
peanuts,pinŒts
peanuts,pinYts
pear,p[r
pearl,pZrll+l
pearls,pZrll+lz
peas,piz
peasant,p[zYnt
peat,pit
pebble,p[bYl
pecan,pYkQn
pecan,pikQn
pecan,pjkæn
peck,p[k
pedagogue,p[dYgQg
pedal,p[dYl
pedaled,p[dYld
pedaler,p[dYlZr
pedals,p[dYlz
peddle,p[dYl
pedestal,p[dYstYl
pee,pi
peek,pik
peekaboo,pikYbu
peel,pil
peelings,piljKz
peep,pip
peer,pjr
peg,p[g
peggy,p[gi
pejorative,pYd’TrYtjv
pelican,p[ljkYn
pelt,p[ltt+t
pen,p[n
pencil,p[nsYl
pendant,p[ndYnt
pendulum,p[nd’YlYm
penguin,p[KgwYn
peninsula,pYnjnsYlY
pennsylvania,p[nsYlvejniY
penny,p[ni
pension,p[nƒYn
pensive,p[nsjv
pentagon,p[ntYgQn
people,pipYl
pep,p[p
pepper,p[pZr
peppermint,p[pZrmjnt
pepperoni,p[pZroŠni
per,pZr
percent,pZrs[nt
perception,pZrs[pƒYn
perch,pZrtƒtƒ+ch
perfect,pZrfjkt
perfect,pZrf[kt
perfection,pZrf[kƒYn
perfectly,pZrfYktli
perform,pZrfTrm
performance,pZrfTrmYns
performer,pZrfTrmZr
performing,pZrfTrmjK
perfume,pZrfjum
perhaps,pZrhæps
period,pjriYd
perk,pZrkk+k
permanent,pZrmYnYnt
permanently,pZrmYnYntli
permission,pZrmjƒYn
persevere,pZrsYvjr
persimmon,pZrsjmYn
person,pZrsYn
personal,pZrsYnYl
personality,pZrsYnæljti
personally,pZrsYnYli
personnel,pZrsYn[l
persuade,pZrswejd
pert,pZrtt+t
pest,p[stt+t
pester,p[stZr
pet,p[t
petal,p[tYl
pete,pit
peter,pitZr
pets,p[tss+s
pew,pju
phage,fejd’
phalanx,fejlæKks
phantom,fæntYm
pharaoh,f[roŠ
phase,fejz
pheasant,f[zYnt
phenomenon,fYnQmYnQn
phil,fjl
phoebe,fibi
phone,foŠn
phoned,foŠndd+ed
phony,foŠni
phooey,fui
photo,foŠtoŠ
photograph,foŠtYgræf
photographer,fYtQgrYfZr
photography,fYtQgrYfi
photos,foŠtoŠz
phrase,frejzz+s
phyllis,fjljs
physical,fjzjkYl
physician,fjzjƒYn
physician,fYzjƒYn
physique,fYzik
pi,paj
pianist,piYnjst
piano,piænoŠ
piccolo,pjkYloŠ
pick,pjk
picked,pjktt+ed
picking,pjkjK
pickle,pjkYl
pickup,pjkŒp
picky,pjki
picnic,pjknjk
picture,pjktƒZr
pictures,pjktƒZrz
pie,paj
piece,pis
pieces,pisjz
pieces,pisYz
pier,pjr
pierce,pjrss+c
piers,pjrzz+s
pig,pjg
pigeon,pjd’Yn
piggy,pjgi
piggyback,pjgibæk
piggybank,pjgibæKk
piglet,pjgljt
pigtailed,pjgtejld
pike,pajk
pile,pajl
pilgrim,pjlgrYm
pilgrim,pjlgrjm
pill,pjl
pillar,pjlZr
pillow,pjloŠ
pills,pjlzz+s
pilot,pajlYt
pimento,pjm[ntoŠ
pimp,pjmpp+p
pimple,pjmpYl
pin,pjn
pinball,pjnbTl
pinch,pjntƒtƒ+ch
pine,pajn
pineapple,pajnæpYl
pinecone,pajnkoŠn
pink,pjKkk+k
pinkie,pjKki
pinky,pjKki
pinnacle,pjnYkYl
pint,pajntt+t
pinwheel,pjnwil
pioneer,pajYnjr
pioneers,pajYnjrz
pip,pjp
pipe,pajp
piper,pajpZr
pipette,pajp[t
pipsqueak,pjpskwik
pirate,pajrYt
pirouette,pjru[t
piss,pjs
pissed,pjstt+ed
pissing,pjsjK
pistol,pjstYl
piston,pjstYn
pit,pjt
pitch,pjtƒ
pitcher,pjtƒZr
pitchfork,pjtƒfTrk
pith,pj¸
pity,pjti
pixie,pjksi
pizza,pitsY
place,plejss+c
placebo,plYsiboŠ
placement,plejss+cmYnt
places,plejsjz
places,plejsYz
plagued,plejgg+gud
plagues,plejgg+guz
plaid,plædd+d
plain,plejnn+n
plan,plænn+n
plane,plejnn+n
planes,plejnn+nz
planet,plænYt
plank,plæKK+nk
plankton,plæKK+nktYn
planned,plænn+nnd
planning,plænjK
plans,plænn+nz
plant,plænn+nt
plantain,plænn+ntejn
planter,plænn+ntZr
plaque,plækk+qu
plasma,plæzz+smY
plastic,plæstjk
plate,plejtt+t
plateau,plYtoŠ
platform,plætt+tfTrm
platypus,plætYpŠs
play,plej
playable,plejYbYl
played,plejdd+ed
player,plejZr
players,plejZrz
playful,plejfYl
playground,plejgraŠnd
playhouse,plejhaŠs
playing,plejjK
playmate,plejmejt
playpen,plejp[n
playroom,plejrum
plays,plejzz+s
playtime,plejtajm
plaza,plQzY
plea,pli
plead,plidd+d
plead,pl[dd+d
pleasant,pl[zYnt
please,plizz+s
pleased,plizz+sd
pleasing,plizjK
pleasure,pl[’Zr
pleat,plitt+t
pledge,pl[d’d’+dg
pledges,pl[d’jz
plenty,pl[nn+nti
pliers,plajZrz
plight,plajtt+t
plod,plQdd+d
plop,plQpp+p
plot,plQtt+t
plough,plaŠ
plow,plaŠ
pluck,plŒkk+ck
plug,plŒgg+g
plum,plŒmm+m
plumb,plŒmm+mb
plumbing,plŒmjK
plume,plumm+m
plump,plŒmm+mp
plunge,plŒnn+nd’
plural,plZrr+rYl
plus,plŒss+s
plush,plŒƒƒ+sh
pneumatic,njumætjk
pneumonia,numoŠniY
poach,poŠtƒ
pocket,pQkjt
pocketbook,pQkjtbŠk
pocketful,pQkjtfŠl
pod,pQd
podium,poŠdiŒm
poem,poŠYm
poem,poŠm
poems,poŠYmz
poems,poŠmzz+s
pogo,poŠgoŠ
poinsettia,pTjns[tiY
point,pTjntt+t
pointer,pTjntZr
points,pTjntt+ts
pointy,pTjnti
poise,pTjz
poison,pTjzYn
poisoning,pTjzYnjK
poisonous,pTjzYnYs
poke,poŠk
poker,poŠkZr
polar,poŠlZr
pole,poŠl
police,pYlis
policeman,pYlismYn
policewoman,pYliswŠmYn
policy,pQlYsi
polite,pYlajt
politeness,pYlajtnYs
political,pYljtYkYl
political,pYljtjkYl
politician,pQlYtjƒYn
politicians,pQlYtjƒYnz
politics,pQlYtjks
polka,poŠlkY
polka,poŠkY
poll,poŠl
pollen,pQlYn
polliwog,pQliwQg
pollute,pYlut
polly,pQli
polo,poŠloŠ
pomegranate,pQmYgrænYt
pomp,pQmpp+p
pond,pQndd+d
pons,pQnzz+s
pony,poŠni
ponytail,poŠnitejl
pooch,putƒ
poodle,pudYl
poof,puf
pooh,pu
pool,pul
poop,pup
poor,pur
poorly,pTrli
pop,pQp
popcorn,pQpkTrn
pope,poŠp
popeye,pQpaj
popping,pQpjK
popsicle,pQpsjkYl
popular,pQpjYlZr
porcelain,pTrsYlYn
porch,pTrtƒtƒ+ch
porcupine,pTrkjupajn
pore,pTr
pork,pTrkk+k
porn,pTrnn+n
porridge,pTrYd’
port,pTrtt+t
portable,pTrtYbYl
portal,pTrtYl
porter,pTrtZr
portion,pTrƒYn
portrait,pTrtrYt
pose,poŠz
posh,pQƒ
position,pYzjƒYn
positive,pQzYtjv
positively,pQzYtjvli
posse,pQsi
possess,pYz[s
possession,pYz[ƒYn
possibility,pQsYbjlYti
possible,pQsYbYl
possibly,pQsYbli
possum,pQsYm
post,poŠstt+t
postal,poŠstYl
postcard,poŠstt+tkQrd
poster,poŠstZr
postman,poŠstt+tmYn
posture,pQstƒZr
pot,pQt
potato,pYtejtoŠ
potential,pYt[nƒYl
potion,poŠƒYn
potter,pQtZr
pottery,pQtZri
potty,pQti
pouch,paŠtƒ
poultry,poŠltri
pound,paŠndd+d
pounding,paŠndjK
pounds,paŠndd+dz
pounds,paŠnzz+ds
pour,pTr
pouring,pTrjK
pout,paŠt
pouty,paŠti
poverty,pQvZrti
powder,paŠdZr
powdered,paŠdZrd
power,paŠZr
powerful,paŠZrfYl
powers,paŠZrZ
pox,pQks
practically,prækk+ctjkYli
practice,prækk+ctjs
practicing,prækk+ctjsjK
practise,prækk+ctjs
prairie,pr[ri
praise,prejzz+s
pram,præmm+m
prank,præKK+nk
pray,prej
prayed,prejdd+ed
prayer,pr[rr+r
prayer,prejZr
prayerful,pr[rr+rfYl
prayerful,prejZrfYl
preach,pritƒtƒ+ch
preacher,pritƒZr
precarious,prYk[riYs
precious,pr[ƒYs
precise,prjsajs
precise,prisajs
predict,prjdjkt
predict,pridjkt
prefer,prifZr
prefer,prYfZr
prefer,prjfZr
pregnancy,pr[gg+gnYnsi
pregnant,pr[gg+gnYnt
preliminary,prjljmYn[ri
preliminary,priljmYn[ri
premiere,prjmjr
premises,pr[mjsjz
prep,pr[pp+p
prepare,prip[r
prepared,prip[rd
preschool,priskul
presence,pr[zYns
present,pr[zYnt
present,priz[nt
presented,prjz[ntYd
presented,priz[ntYd
presents,priz[nts
presents,pr[zYnts
preserve,prYzZrv
preserve,prjzZrv
preserve,prizZrv
president,pr[zjdYnt
presidential,pr[zYd[nƒYl
press,pr[ss+ss
pressed,pr[ss+sst
presser,pr[sZr
pressing,pr[sjK
pressure,pr[ƒZr
presto,pr[stoŠ
pretence,prit[ns
pretend,prit[nd
pretended,prjt[ndjd
pretended,prit[ndjd
pretending,prit[ndjK
prettier,prjtiZr
prettiest,prjtiYst
pretty,prjti
pretzel,pr[tt+tsYl
preventive,priv[ntjv
preview,privju
previously,priviYsli
prey,prej
price,prajss+c
prick,prjkk+ck
prickly,prjkli
pride,prajdd+d
pried,prajdd+d
priest,priss+st
priests,priss+sts
prim,prjmm+m
primate,prajmejt
prime,prajmm+m
primitive,prjmjtjv
primitive,prjmYtjv
prince,prjnn+ns
princess,prjnn+ns[s
princeton,prjnn+nstYn
principal,prjnn+nsYpYl
principles,prjnn+nsYpYlz
print,prjnn+nt
printed,prjnn+ntYd
printed,prjnn+ntjd
printer,prjnn+ntZr
printing,prjnn+ntjK
prints,prjnn+nts
prison,prjzYn
prisoner,prjzYnZr
prisoners,prjzYnZrz
privacy,prajvYsi
private,prajvYt
privilege,prjvjljd’
prize,prajzz+z
pro,proŠ
probably,prQbYbli
probation,proŠbejƒYn
probe,proŠbb+b
problem,prQblYm
problems,prQblYmz
procedure,proŠsid’Zr
procedure,prYsid’Zr
procedures,prYsid’Zrz
procedures,proŠsid’Zrz
proceed,proŠsid
proceed,prYsid
process,prQs[s
procrastinate,prYkræstYnejt
prod,prQdd+d
prodigy,prQdYd’i
produce,proŠdus
produce,prYdus
produced,prYdust
product,prQdYkt
products,prQdYkts
professional,prYf[ƒYnYl
professor,prYf[sZr
profits,prQfits
progeny,prQd’Yni
program,proŠgræm
programme,proŠgræm
programmed,proŠgræmd
programs,proŠgræmz
progress,prQgr[s
progress,prYgr[s
project,prQd’[kt
project,prYd’[kt
projector,prYd’[ktZr
projects,prQd’[kts
projects,prYd’[kts
prom,prQmm+m
promise,prQmjs
promised,prQmYst
promising,prQmYsjK
promoted,prYmoŠtYd
prompt,prQmm+mpt
prone,proŠnn+n
pronounce,prYnaŠns
proof,pruff+f
prop,prQpp+p
propeller,prYp[lZr
proper,prQpZr
property,prQpZrti
prophecy,prQfYsi
prophet,prQfYt
prophylactic,prQfjlæktjk
prose,proŠzz+s
prosecutor,prQsYkjutZr
prospect,prQsp[kt
protect,prYt[kt
protecting,prYt[ktjK
protection,prYt[kƒYn
protective,prYt[ktjv
protein,proŠtin
protest,proŠt[st
prototype,proŠtYtajp
proud,praŠdd+d
prove,pruvv+v
proverb,prQvZrb
provide,prYvajd
province,prQvYns
provoke,prYvoŠk
prow,praŠ
prowl,praŠll+l
prune,prunn+n
pry,praj
psalm,sQm
psalm,sQlmm+m
psalms,sQlmm+mz
psalms,sQmzz+s
psychedelic,sajkYd[ljk
psychiatric,sajkiætrjk
psychodelic,sajkYd[ljk
psychology,sajkQlYd’i
psychotic,sajkQtjk
ptomaine,toŠmejn
pub,pŒb
public,pŒbljk
publish,pŒbljƒ
puck,pŒk
pucker,pŒkZr
pudding,pŠdjK
puddle,pŒdYl
puff,pŒf
puffy,pŒfi
puggle,pŒgYl
puke,pjuk
pull,pŠl
pulled,pŠldd+ed
pulling,pŠljK
pulp,pŒlpp+p
pulse,pŒlss+s
pump,pŒmpp+p
pumping,pŒmpjK
pumpkin,pŒmpp+pkjn
pun,pŒn
punch,pŒntƒtƒ+ch
punched,pŒntƒtƒ+cht
puncher,pŒntƒZr
punching,pŒntƒjK
pungent,pŒnd’Ynt
punish,pŒnjƒ
punishment,pŒnjƒmYnt
punk,pŒKkk+k
punt,pŒntt+t
puny,pjuni
pup,pŒp
pupil,pjupYl
puppet,pŒpYt
puppet,pŒpjt
puppeteer,pŒpYtjr
puppies,pŒpiz
puppy,pŒpi
purchase,pZrtƒYs
pure,pjŠr
purely,pjŠrli
purge,pZrd’d’+g
purple,pZrpYl
purplish,pZrpljƒ
purpose,pZrpYs
purposes,pZrpYsYz
purposes,pZrpYsjz
purr,pZr
purse,pZrss+s
pursue,pZrsu
pursuit,pZrsut
pus,pŒs
push,pŠƒ
pushed,pŠƒtt+ed
pushing,pŠƒjK
pushup,pŠƒŒp
pushy,pŠƒi
pusillanimous,pjusYlænYmYs
pussy,pŠsi
pussycat,pŠsikæt
put,pŠt
puts,pŠtss+s
putt,pŒt
putting,pŒtjK
putting,pŠtjK
putty,pŒti
puzzle,pŒzYl
puzzled,pŒzYld
pyramid,pjrYmjd
pyre,pajZr
python,paj¸Qn
quack,kwækk+ck
quail,kwejll+l
quaint,kwejnn+nt
quake,kwejkk+k
qualities,kwQlYtiz
quality,kwQlYti
qualms,kwQmm+lmz
qualms,kwQll+lmz
quandary,kwQnn+ndZri
quantity,kwQnn+ntYti
quantum,kwQnn+ntYm
quarantine,kwTrYntin
quarrel,kwTrYl
quarry,kwTri
quart,kwTrr+rt
quarter,kwTrr+rtZr
quarterback,kwTrr+rtZrbæk
quarters,kwTrr+rtZrz
quartz,kwTrr+rts
quay,ki
queen,kwinn+n
queer,kwjrr+r
quell,kw[ll+ll
quench,kw[nn+ntƒ
query,kwjri
quest,kw[ss+st
question,kw[ss+stƒYn
questionable,kw[ss+stƒYnYbYl
questioned,kw[ss+stƒYnd
questions,kw[ss+stƒYnz
queue,kju
quiche,kiƒ
quick,kwjkk+ck
quickly,kwjkli
quiet,kwajYt
quill,kwjll+ll
quilt,kwjll+lt
quince,kwjnn+ns
quirk,kwZrr+rk
quit,kwjtt+t
quite,kwajtt+t
quitter,kwjtZr
quiver,kwjvZr
quiz,kwjzz+z
quo,kwoŠ
quote,kwoŠtt+t
quotient,kwoŠƒYnt
rabbit,ræbjt
rabbits,ræbjts
rabies,rejbiz
raccoon,rækun
race,rejs
racehorse,rejshTrs
racer,rejsZr
racist,rejsjst
rack,ræk
racket,rækjt
radar,rejdQr
radiators,rejdiejtZrz
radical,rædjkYl
radio,rejdioŠ
radish,rædjƒ
raft,ræftt+t
rafter,ræftZr
rag,ræg
ragamuffin,rægYmŒfjn
rage,rejd’
raggedy,rægYdi
raid,rejd
rail,rejl
railing,rejljK
railroad,rejlroŠd
railway,rejlwej
rain,rejn
rainbow,rejnboŠ
raincoat,rejnkoŠt
raindrop,rejndrQp
raines,rejnzz+es
rainfall,rejnfTl
rainforest,rejnfTrYst
rainforest,rejnfTrjst
rains,rejnzz+s
rainstorm,rejnstTrm
rainwater,rejnwTtZr
rainy,rejni
raise,rejz
raised,rejzdd+ed
raisin,rejzjn
rake,rejk
ralph,rælff+ph
ram,ræm
ramble,ræmbYl
rambunctious,ræmbŒKkƒYs
ramon,rYmoŠn
ramp,ræmpp+p
ran,ræn
ranch,ræntƒtƒ+ch
randall,rændYl
rang,ræK
range,rejnd’d’+g
rangers,rejnd’Zrz
rank,ræKkk+k
rant,ræntt+t
rap,ræp
rape,rejp
rapt,ræptt+t
rare,r[r
rascal,ræskYl
rash,ræƒ
rasp,ræspp+p
raspberry,ræzb[ri
rat,ræt
rate,rejt
rather,ræğZr
rational,ræƒYnYl
rats,rætss+s
rattle,rætYl
rattler,rætlZr
rattlesnake,rætYlsnejk
rave,rejv
ravioli,rævioŠli
raw,rT
ray,rej
rays,rejz
raze,rejz
razor,rejzZr
reach,ritƒ
reached,ritƒtt+ed
reaches,ritƒYz
reaches,ritƒjz
react,riækt
reaction,riækƒYn
read,rid
read,r[d
reader,ridZr
reading,ridjK
ready,r[di
real,riYl
realised,riYlajzd
realistic,riYljstjk
reality,riælYti
realize,riYlajz
realized,riYlajzd
really,rjli
realm,r[lmm+m
realness,rilnYs
ream,rim
reap,rip
rear,rjr
reason,rizYn
reasonable,rizYnYbYl
reasons,rizYnz
rebel,r[bYl
rebel,rYb[l
rebels,r[bYlz
rebels,rYb[lz
recall,rikQl
receipt,rjsit
receipt,risit
receipts,rjsits
receipts,risits
receive,rjsiv
receive,rYsiv
receive,risiv
received,rYsivd
received,risivd
received,rjsivd
recently,risYntli
recess,ris[s
recipe,r[sYpi
recipient,rYsjpiYnt
recipient,rjsjpiYnt
recital,rYsajtYl
recite,rYsajt
recite,rjsajt
reckless,r[klYs
recliner,rjklajnZr
recluse,rjklus
recognition,r[kYgnjƒYn
recognize,r[kYgnajz
recommendation,r[kYm[ndejƒYn
recommended,r[kYm[ndYd
recommended,r[kYm[ndjd
reconnaissance,rikQnYsYns
reconsider,rikYnsjdZr
record,r[kZrd
record,rYkTrd
record,rjkTrd
recorder,rjkTrdZr
recorder,rikTrdZr
recording,rYkTrdjK
recording,rjkTrdjK
records,rYkTrdz
records,r[kZrdz
records,rjkTrdz
recover,rjkŒvZr
rectangle,r[ktæKgYl
rectangular,r[ktæKgjYlZr
red,r[d
reddish,r[djƒ
redeye,r[daj
redhead,r[dh[d
redheaded,r[dh[d’jd
redness,r[dnYs
redo,ridu
reduced,rjdust
reed,rid
reef,rif
reek,rik
reel,ril
ref,r[f
referee,r[fZri
referee,r[fYri
refereeing,r[fYrijK
refill,rifjl
reflect,rjfl[kt
reflection,rYfl[kƒYn
reflection,rjfl[kƒYn
reflex,rifl[ks
refresh,rjfr[ƒ
refreshing,rjfr[ƒjK
refreshing,rifr[ƒjK
refreshment,rjfr[ƒmYnt
refrigerate,rjfrjd’Zrejt
refrigeration,rjfrjd’ZrejƒYn
refrigerator,rYfrjd’ZrejtZr
refrigerator,rjfrjd’ZrejtZr
refuel,rifjul
refusal,rYfjuzYl
refusal,rjfjuzYl
refuse,r[fjuz
refuse,rjfjuz
refuse,rYfjuz
refuses,rjfjuzjz
refuses,rYfjuzYz
regardless,rjgQrdlYs
regards,rjgQrdz
regiment,r[d’YmYnt
region,rid’Yn
register,r[d’jstZr
registration,r[d’jstrejƒYn
regret,rjgr[t
regrets,rjgr[ts
regular,r[gjYlZr
regular,rejgjYlZr
regulations,r[gjYlejƒYnz
regurgitate,rjgZrd’Ytejt
rehab,rihæb
rehearsal,rjhZrsYl
rehearse,rjhZrs
reign,rejn
rein,rejn
reindeer,rejndjr
rejected,rjd’[ktjd
rejected,rid’[ktjd
rejection,rjd’[kƒYn
rejection,rid’[kƒYn
relate,rilejt
relate,rjlejt
relation,rjlejƒYn
relationship,rilejƒYnƒjp
relative,r[lYtjv
relax,rjlæks
relax,rilæks
relaxed,rjlækst
relaxed,rilækst
relaxing,rjlæksjK
relaxing,rilæksjK
release,rilis
released,rilist
relegate,r[ljgejt
relevant,r[lYvYnt
reliable,rjlajYbYl
reliable,rilajYbYl
relief,rjlif
relieve,rjliv
relieve,riliv
religion,rjljd’Yn
relish,r[ljƒ
remain,rimejn
remain,rjmejn
remaining,rjmejnjK
remaining,rimejnjK
remains,rjmejnz
remains,rYmejnz
remark,rjmQrk
remember,rjm[mbZr
remembered,rjm[mbZrd
remembered,rim[mbZrd
remembering,rjm[mbZrjK
remembering,rim[mbZrjK
remembering,rjm[mbrjK
remembering,rim[mbrjK
remind,rimajnd
reminder,rjmajndZr
reminder,rimajndZr
reminds,rimajndz
reminisce,r[mYnjs
remote,rjmoŠt
removal,rjmuvYl
remove,rimuv
removed,rimuvd
remover,rjmuvZr
rend,r[ndd+d
rendezvous,rQndejvu
reno,rinoŠ
renovate,r[nYvejt
rent,r[ntt+t
rental,r[ntYl
rep,r[p
repairman,rjp[rmæn
repairman,rip[rmæn
repay,ripej
repeat,ripit
repeat,rjpit
repeating,rjpitjK
repeating,ripitjK
repertoire,r[pZrtwQr
repetition,r[pYtjƒYn
replace,riplejs
replace,rjplejs
replaceable,riplejsYbYl
replacement,rjplejsmYnt
replay,riplej
reply,rjplaj
reply,riplaj
report,rjpTrt
reported,rjpTrtYd
reported,ripTrtYd
reporter,rjpTrtZr
reports,rjpTrts
reports,ripTrts
represent,r[prYz[nt
represent,r[prjz[nt
representative,r[prYz[ntYtjv
representative,r[prjz[ntYtjv
representing,r[prjz[ntjK
represents,r[prYz[nts
represents,r[prjz[nts
reptile,r[ptajl
republic,rjpŒbljk
reputation,r[pjYtejƒYn
request,rjkw[st
requests,rjkw[sts
requests,rikw[sts
requiem,r[kwiYm
requirement,rjkwajrmYnt
rerun,rirŒn
rescue,r[skju
rescued,r[skjud
research,risZrtƒ
resent,riz[nt
resent,rjz[nt
reservations,r[zZrvejƒYnz
reserved,rjzZrvd
reserved,rizZrvd
residence,r[zjdYns
residents,r[zjdYnts
residue,r[zYdu
resign,rjzajn
resign,rizajn
resolve,rizQlv
resort,rjzTrt
respect,rjsp[kt
respect,risp[kt
respectable,rjsp[ktYbYl
respectable,risp[ktYbYl
respected,rjsp[ktjd
respected,risp[ktjd
respectful,rjsp[ktfYl
responding,rispQndjK
responding,rjspQndjK
response,rjspQns
response,rispQns
responsibilities,rispQnsYbjlYtiz
responsibility,rispQnsYbjlYti
responsible,rispQnsYbYl
rest,r[stt+t
restart,ristQrt
restaurant,r[stZrQnt
restless,r[stt+tlYs
restore,rjstTr
restroom,r[strum
result,rjzŒlt
results,rjzYlts
results,rizYlts
resume,rizum
resume,rjzum
resume,r[zYmej
resuscitate,rjsŒsjtejt
retarded,rjtQrdjd
retarded,ritQrdYd
retarded,ritQrdjd
retch,r[tƒ
retie,ritaj
retiree,ritajri
retirement,rjtajZrmYnt
retirement,ritajZrmYnt
retrieve,rjtriv
retrieve,ritriv
return,rjtZrn
returned,rjtZrnd
reusable,rijuzYbYl
reuse,rijuz
rev,r[v
reveal,rYvil
revealed,rjvild
revealed,rivild
revenge,riv[nd’
revenue,r[vYnju
reverberate,rjvZrbZrejt
reverend,r[vZrYnd
reverend,r[vrYnd
reversal,rjvZrsYl
reversal,rivZrsYl
reverse,rjvZrs
reverse,rivZrs
revert,rjvZrt
review,rivju
review,rjvju
revoir,rjvwQr
reward,riwTrd
reward,rjwTrd
rewash,riwQƒ
rewind,riwajnd
rewrite,rirajt
rewritten,rirjtYn
rhapsody,ræpsYdi
rhetoric,r[tZrjk
rheum,rum
rheumatoid,rumYtTjd
rhino,rajnoŠ
rhinoceros,rajnQsZrYs
rhyme,rajm
rhythm,rjğmm+m
rib,rjb
ribbon,rjbYn
ribs,rjbzz+s
rice,rajs
rich,rjtƒ
richard,rjtƒZrd
rick,rjk
ricochet,rjkYƒej
rid,rjd
ridden,rjdYn
riddle,rjdYl
ride,rajd
rider,rajdZr
ridge,rjd’
ridicule,rjdjkjul
ridiculous,rjdjkjYlYs
riding,rajdjK
riffraff,rjfræf
rifle,rajfYl
rifles,rajfYlz
rift,rjftt+t
rig,rjg
right,rajt
rights,rajtss+s
rigid,rjd’Yd
rile,rajl
riley,rajli
rim,rjm
rime,rajm
rind,rajndd+d
ring,rjK
ringing,rjKjK
rings,rjKzz+s
rink,rjKkk+k
rinse,rjnss+s
riot,rajYt
rip,rjp
ripe,rajp
ripen,rajpYn
ripped,rjptt+ed
rippling,rjpljK
rise,rajz
risk,rjskk+k
risks,rjskk+ks
rita,ritY
rite,rajt
ritual,rjtƒuYl
ritz,rjtss+z
rival,rajvYl
river,rjvZr
riverbank,rjvZrbæKk
rivers,rjvZrz
roach,roŠtƒ
road,roŠd
roadrunner,roŠdrŒnZr
roadway,roŠdwej
roam,roŠm
roar,rTr
roast,roŠstt+t
roasted,roŠstYd
roasted,roŠstjd
rob,rQb
robbed,rQbdd+ed
robber,rQbZr
robbery,rQbZri
robbing,rQbjK
robe,roŠb
robert,rQbZrt
robin,rQbYn
robot,roŠbQt
rock,rQk
rocker,rQkZr
rocket,rQkjt
rockingchair,rQkjKtƒ[r
rocks,rQkss+s
rocky,rQki
rod,rQd
rode,roŠd
rodent,roŠdYnt
rodeo,roŠdioŠ
rodney,rQdni
roe,roŠ
roger,rQd’Zr
rogue,roŠg
rogues,roŠgzz+es
roland,roŠlYnd
role,roŠl
roll,roŠl
roller,roŠlZr
rollercoaster,roŠlZrkoŠstZr
rolling,roŠljK
rollingpin,roŠljKpjn
romance,roŠmæns
romantic,roŠmæntjk
rome,roŠm
romp,rQmpp+p
roof,ruf
roof,rŠf
rooftop,ruftQp
rook,rŠk
rookie,rŠki
room,rum
roommate,rumejt
rooms,rumzz+s
roomy,rumi
roosevelt,roŠzYv[lt
roosevelt,ruzYv[lt
roost,rustt+t
rooster,rustZr
root,rut
roots,rutss+s
rope,roŠp
ropes,roŠpss+es
rory,rTri
rosa,roŠzY
rose,roŠz
rosebud,roŠzbŒd’
rosebush,roŠzbŠƒ
rosemary,roŠzm[ri
ross,rQs
ross,rTs
rot,rQt
rotate,roŠtejt
rotation,roŠtejƒYn
rotisserie,rYtjsZri
rotten,rQtYn
rouge,ru’
rough,rŒf
round,raŠndd+d
roundness,raŠnd’d’+dnYs
rouse,raŠz
rout,raŠt
route,raŠt
route,rut
routine,rutin
rove,roŠv
row,raŠ
row,roŠ
rowboat,roŠboŠt
rowdy,raŠdi
rowing,roŠjK
royal,rTjYl
royalty,rTjYlti
rub,rŒb
rubber,rŒbZr
rubbery,rŒbZri
rubbing,rŒbjK
