ÿWORD,MEANING,AoAtestbased,AoArating,CDI,Morr,Floc,
short-change,to give less than right change,9,11.8,#N/A,#N/A,#N/A,
shorten,make smaller,9,7.2,#N/A,#N/A,#N/A,
shortening,making short,9,7.2,#N/A,#N/A,#N/A,
shorthand,kind of writing,9,10.9,#N/A,#N/A,#N/A,
shortness,not having enough,9,8.1,#N/A,#N/A,#N/A,
shortstop,baseball infielder,9,8.2,#N/A,#N/A,#N/A,
should,ought to,9,7.3,#N/A,#N/A,#N/A,
shoulderblade,a shoulder bone,9,,#N/A,#N/A,#N/A,
shouldn't,ought not,9,,#N/A,#N/A,#N/A,
should've,should have,9,,#N/A,#N/A,#N/A,
shout,a loud cry,9,4.8,#N/A,#N/A,#N/A,
showup,appear,9,,#N/A,#N/A,#N/A,
showing,performance,9,5.3,#N/A,#N/A,#N/A,
show-off,wants to be seen,9,7.3,#N/A,#N/A,#N/A,
shrank,became smaller,9,7.2,#N/A,#N/A,#N/A,
shrimp,a sea animal,9,6.6,#N/A,#N/A,#N/A,
shrink,grow smaller,9,7.2,#N/A,#N/A,#N/A,
shrinkage,amount it gets smaller,9,10.8,#N/A,#N/A,#N/A,
shrivelup,"to wrinkle, wither",9,,#N/A,#N/A,#N/A,
shrub,a bush,9,7.8,#N/A,#N/A,#N/A,
shrubbery,bushes,9,8.9,#N/A,#N/A,#N/A,
shrunken,made smaller,9,8.9,#N/A,#N/A,#N/A,
shuffle,mix up,9,8.2,#N/A,#N/A,#N/A,
shuffleboard,game using disks,9,10.6,#N/A,#N/A,#N/A,
shut,close,9,4.8,#N/A,#N/A,#N/A,
shut,closed,9,4.8,#N/A,#N/A,#N/A,
shutup,be quiet,9,,#N/A,#N/A,#N/A,
shutdown,closing,9,8.7,#N/A,#N/A,#N/A,
shutout,one side gets no score,9,9.3,#N/A,#N/A,#N/A,
shyness,being bashful,9,7.2,#N/A,#N/A,#N/A,
sicon,to have attack,9,,#N/A,#N/A,#N/A,
sickening,making ill,9,7.3,#N/A,#N/A,#N/A,
sickish,not very well,9,,#N/A,#N/A,#N/A,
sickle,grass-cutting too,9,11.0,#N/A,#N/A,#N/A,
side,family,9,5.3,#N/A,#N/A,#N/A,
side,a part of,9,5.3,#N/A,#N/A,#N/A,
side,one of 2 teams,9,5.3,#N/A,#N/A,#N/A,
sideburns,hair on side of face,9,8.4,#N/A,#N/A,#N/A,
sidesaddle,for woman rider,9,9.9,#N/A,#N/A,#N/A,
sideshow,not main show,9,10.3,#N/A,#N/A,#N/A,
sideways,toward one side,9,,#N/A,#N/A,#N/A,
sight,helps aim gun,9,6.1,#N/A,#N/A,#N/A,
sights,for aiming,9,6.1,#N/A,#N/A,#N/A,
sightseeing,seeing places,9,11.0,#N/A,#N/A,#N/A,
sightseer,goes to see places,9,11.4,#N/A,#N/A,#N/A,
sign,"mark meaning divide, add, etc.",9,5.5,#N/A,#N/A,#N/A,
sign,write your name,9,5.5,#N/A,#N/A,#N/A,
sign,a printed notice,9,5.5,#N/A,#N/A,#N/A,
sign,mark that means something,9,5.5,#N/A,#N/A,#N/A,
signup,join,9,,#N/A,#N/A,#N/A,
signature,name in own handwriting,9,8.8,#N/A,#N/A,#N/A,
signature,identifying sign,9,8.8,#N/A,#N/A,#N/A,
signer,person who wrote his name,9,7.5,#N/A,#N/A,#N/A,
silence,make quiet,9,6.3,#N/A,#N/A,#N/A,
silencing,making quiet,9,6.3,#N/A,#N/A,#N/A,
silver,"a soft, white metal",9,6.5,#N/A,#N/A,#N/A,
silverware,things made of silver,9,5.9,#N/A,#N/A,#N/A,
silvery,like silver,9,8.5,#N/A,#N/A,#N/A,
similar,much the same,9,7.6,#N/A,#N/A,#N/A,
similarity,being much the same,9,8.9,#N/A,#N/A,#N/A,
similarly,in the same way,9,,#N/A,#N/A,#N/A,
simply,plainly,9,6.6,#N/A,#N/A,#N/A,
simply,easily,9,6.6,#N/A,#N/A,#N/A,
since,from then till now,9,6.7,#N/A,#N/A,#N/A,
singout,to shout,9,,#N/A,#N/A,#N/A,
singlefile,column of one,9,,#N/A,#N/A,#N/A,
single-handed,working alone,9,,#N/A,#N/A,#N/A,
sir,title of respect,9,5.8,#N/A,#N/A,#N/A,
siren,police car horn,9,7.0,#N/A,#N/A,#N/A,
sisterhood,united group of women,9,9.5,#N/A,#N/A,#N/A,
sister-in-law,brother's wife,9,,#N/A,#N/A,#N/A,
sitinon,to take part in,9,,#N/A,#N/A,#N/A,
site,location,9,8.3,#N/A,#N/A,#N/A,
sitting,keeping one's seat,9,3.4,#N/A,#N/A,#N/A,
sitting,keeping one's seat,9,3.4,#N/A,#N/A,#N/A,
sixshooter,kind of pistol,9,,#N/A,#N/A,#N/A,
sixteen,2 x 8,9,5.5,#N/A,#N/A,#N/A,
sixteenth,before 17th,9,,#N/A,#N/A,#N/A,
sixth,between 5th and 7th,9,5.3,#N/A,#N/A,#N/A,
sizzle,frying noise,9,8.3,#N/A,#N/A,#N/A,
skate,glide over ice,9,5.9,#N/A,#N/A,#N/A,
skateboard,a board with skate wheels,9,6.9,#N/A,#N/A,#N/A,
skeleton,bony framework,9,6.7,#N/A,#N/A,#N/A,
skies,upper air and clouds,9,3.9,#N/A,#N/A,#N/A,
skiing,a snow sport,9,7.9,#N/A,#N/A,#N/A,
skill,ability,9,7.6,#N/A,#N/A,#N/A,
skilled,trained,9,8.7,#N/A,#N/A,#N/A,
skillet,pan,9,8.3,#N/A,#N/A,#N/A,
skillful,very able,9,,#N/A,#N/A,#N/A,
skin,to scrape,9,4.4,#N/A,#N/A,#N/A,
skin,take hide off,9,4.4,#N/A,#N/A,#N/A,
skinned,scraped the skin off,9,4.4,#N/A,#N/A,#N/A,
skin-tight,close-fitting,9,,#N/A,#N/A,#N/A,
skipper,ship captain,9,,#N/A,#N/A,#N/A,
skyrocket,a firework,9,8.8,#N/A,#N/A,#N/A,
skywriting,making letters from airplane,9,9.9,#N/A,#N/A,#N/A,
slang,"new, popular language",9,9.7,#N/A,#N/A,#N/A,
slant,on an angle,9,7.7,#N/A,#N/A,#N/A,
slanting,sloping,9,,#N/A,#N/A,#N/A,
slantways,on a slope,9,,#N/A,#N/A,#N/A,
slash,deep cut,9,7.7,#N/A,#N/A,#N/A,
slaw,chopped cabbage,9,8.4,#N/A,#N/A,#N/A,
sleet,freezing rain,9,9.9,#N/A,#N/A,#N/A,
sleeve,part of shirt or coat,9,5.2,#N/A,#N/A,#N/A,
slender,long and thin,9,10.1,#N/A,#N/A,#N/A,
slender,slim,9,10.1,#N/A,#N/A,#N/A,
slick,smooth,9,9.4,#N/A,#N/A,#N/A,
slick,slippery,9,9.4,#N/A,#N/A,#N/A,
slight,unimportant,9,9.3,#N/A,#N/A,#N/A,
slim,small,9,8.1,#N/A,#N/A,#N/A,
sling,bandage holding arm,9,8.4,#N/A,#N/A,#N/A,
slingshot,shoots small stones,9,6.5,#N/A,#N/A,#N/A,
slipaway,to go away quietly,9,,#N/A,#N/A,#N/A,
slit,a straight-line tear,9,8.5,#N/A,#N/A,#N/A,
slit,cut in a straight line,9,8.5,#N/A,#N/A,#N/A,
slobber,saliva overflow,9,7.7,#N/A,#N/A,#N/A,
slope,gentle hill,9,7.9,#N/A,#N/A,#N/A,
sloppy,careless,9,5.9,#N/A,#N/A,#N/A,
sloppy,very wet,9,5.9,#N/A,#N/A,#N/A,
slot,small opening,9,7.3,#N/A,#N/A,#N/A,
slotmachine,gambling device,9,,#N/A,#N/A,#N/A,
slotmachine,works by coins,9,,#N/A,#N/A,#N/A,
slug,hit hard,9,5.9,#N/A,#N/A,#N/A,
slugger,a hard hitter,9,8.4,#N/A,#N/A,#N/A,
slums,very poor neighborhood,9,10.6,#N/A,#N/A,#N/A,
slurp,to drink noisily,9,6.8,#N/A,#N/A,#N/A,
slush,partly-melted snow,9,7.4,#N/A,#N/A,#N/A,
slushy,sloppy,9,7.1,#N/A,#N/A,#N/A,
smack,a lip sound showing pleasure,9,5.5,#N/A,#N/A,#N/A,
smack,a slap,9,5.5,#N/A,#N/A,#N/A,
smallletter,not a capital letter,9,,#N/A,#N/A,#N/A,
smartness,cleverness,9,7.3,#N/A,#N/A,#N/A,
smarty,tries to show off,9,5.9,#N/A,#N/A,#N/A,
smash,to break,9,5.5,#N/A,#N/A,#N/A,
smashing,breaking through,9,,#N/A,#N/A,#N/A,
smash-up,violent accident,9,9.2,#N/A,#N/A,#N/A,
smear,to blot or streak,9,8.2,#N/A,#N/A,#N/A,
smell,to catch traces of,9,4.2,#N/A,#N/A,#N/A,
smell,an odor,9,4.2,#N/A,#N/A,#N/A,
smell,to sense,9,4.2,#N/A,#N/A,#N/A,
smelly,stinky,9,4.3,#N/A,#N/A,#N/A,
smoker,pipe user,9,6.2,#N/A,#N/A,#N/A,
smokestack,a tall chimney,9,8.9,#N/A,#N/A,#N/A,
smoky,filled with smoke,9,6.6,#N/A,#N/A,#N/A,
smother,to keep air from,9,8.3,#N/A,#N/A,#N/A,
smudge,smear,9,7.0,#N/A,#N/A,#N/A,
snap,a clasp fastener,9,5.8,#N/A,#N/A,#N/A,
snap,to try to bite,9,5.8,#N/A,#N/A,#N/A,
snap,to break suddenly,9,5.8,#N/A,#N/A,#N/A,
snap,to click or bang shut,9,5.8,#N/A,#N/A,#N/A,
snappy,lively,9,9.1,#N/A,#N/A,#N/A,
snapshot,photograph,9,10.0,#N/A,#N/A,#N/A,
snaredrum,a small drum,9,,#N/A,#N/A,#N/A,
snarl,sharp growl,9,9.1,#N/A,#N/A,#N/A,
snatch,grab quickly,9,7.2,#N/A,#N/A,#N/A,
sneak,move secretly,9,6.0,#N/A,#N/A,#N/A,
sneakers,canvas shoes,9,6.3,#N/A,#N/A,#N/A,
snip,a quick cut,9,7.8,#N/A,#N/A,#N/A,
snooping,messing in others' affairs,9,8.1,#N/A,#N/A,#N/A,
snooze,quick nap,9,7.4,#N/A,#N/A,#N/A,
snore,sound made while sleeping,9,5.9,#N/A,#N/A,#N/A,
snort,noise through the nose,9,7.9,#N/A,#N/A,#N/A,
snot,fluid from the nose,9,5.5,#N/A,#N/A,#N/A,
snout,nose of animal,9,7.0,#N/A,#N/A,#N/A,
snow-capped,top covered with snow,9,,#N/A,#N/A,#N/A,
snowdrift,wind-piled snow,9,11.4,#N/A,#N/A,#N/A,
snowplow,for road clearing,9,8.2,#N/A,#N/A,#N/A,
snowstorm,storm with snow,9,5.9,#N/A,#N/A,#N/A,
snuff,draw up into nose,9,11.1,#N/A,#N/A,#N/A,
snuggle,cuddle up to,9,5.8,#N/A,#N/A,#N/A,
snugly,cozily,9,,#N/A,#N/A,#N/A,
so,very,9,4.0,#N/A,#N/A,#N/A,
so,for that reason,9,4.0,#N/A,#N/A,#N/A,
sogoes,goes like that,9,,#N/A,#N/A,#N/A,
solong,good-by,9,,#N/A,#N/A,#N/A,
social,enjoyed with friends,9,9.6,#N/A,#N/A,#N/A,
socialist,supports government ownership,9,12.9,#N/A,#N/A,#N/A,
socket,a place to plug in,9,8.5,#N/A,#N/A,#N/A,
sodacracker,thin biscuit,9,,#N/A,#N/A,#N/A,
sodafountain,soft-drink counter,9,,#N/A,#N/A,#N/A,
sofa,a couch,9,5.3,#N/A,#N/A,#N/A,
soften,make less hard,9,7.0,#N/A,#N/A,#N/A,
soft-hearted,kind,9,9.1,#N/A,#N/A,#N/A,
softness,being soft,9,4.8,#N/A,#N/A,#N/A,
soggy,soaked,9,5.9,#N/A,#N/A,#N/A,
sold,the past of sell,9,6.3,#N/A,#N/A,#N/A,
solid,firm and hard,9,7.2,#N/A,#N/A,#N/A,
somebody,important person,9,5.4,#N/A,#N/A,#N/A,
someday,at some future time,9,,#N/A,#N/A,#N/A,
somehow,in one way or another,9,6.3,#N/A,#N/A,#N/A,
someone,some person,9,5.6,#N/A,#N/A,#N/A,
someone,a particular person,9,5.6,#N/A,#N/A,#N/A,
somersault,jump and turn over,9,6.5,#N/A,#N/A,#N/A,
something,one thing or another,9,5.4,#N/A,#N/A,#N/A,
something,just anything,9,5.4,#N/A,#N/A,#N/A,
sometime,at one time or another,9,,#N/A,#N/A,#N/A,
sometimes,now and then,9,5.4,#N/A,#N/A,#N/A,
someway,one way or another,9,7.1,#N/A,#N/A,#N/A,
somewhat,a little,9,,#N/A,#N/A,#N/A,
son-in-law,daughter's husband,9,,#N/A,#N/A,#N/A,
sore,mad,9,5.8,#N/A,#N/A,#N/A,
sore,"scab, infected spot",9,5.8,#N/A,#N/A,#N/A,
soreness,painfulness,9,7.6,#N/A,#N/A,#N/A,
sorrowful,very sad,9,10.1,#N/A,#N/A,#N/A,
sorry,poor and pitiful,9,3.6,#N/A,#N/A,#N/A,
sorry,sad about what happened,9,3.6,#N/A,#N/A,#N/A,
sort,to put into groups,9,7.2,#N/A,#N/A,#N/A,
so-so,not good or bad,9,,#N/A,#N/A,#N/A,
sound,to make hearable,9,4.9,#N/A,#N/A,#N/A,
sound,hearing distance,9,4.9,#N/A,#N/A,#N/A,
soundproof,noiseless,9,11.2,#N/A,#N/A,#N/A,
sour,tasting like lemon,9,5.9,#N/A,#N/A,#N/A,
sourpuss,a grouchy person,9,8.8,#N/A,#N/A,#N/A,
southerly,toward the south,9,14.0,#N/A,#N/A,#N/A,
southerner,from the south,9,9.7,#N/A,#N/A,#N/A,
southland,land in south,9,,#N/A,#N/A,#N/A,
space,room,9,6.3,#N/A,#N/A,#N/A,
spaceprobe,a space-exploring capsule,9,,#N/A,#N/A,#N/A,
spade,a tool for digging,9,8.8,#N/A,#N/A,#N/A,
spade,kind of card,9,8.8,#N/A,#N/A,#N/A,
spaniel,kind of dog,9,9.6,#N/A,#N/A,#N/A,
spank,to slap on the rear,9,4.4,#N/A,#N/A,#N/A,
spare,to save,9,8.1,#N/A,#N/A,#N/A,
spare,an extra,9,8.1,#N/A,#N/A,#N/A,
spark,small piece of fire,9,7.6,#N/A,#N/A,#N/A,
speakof,talk about,9,,#N/A,#N/A,#N/A,
speakout,to say without fear,9,,#N/A,#N/A,#N/A,
speakup,to say loudly and clearly,9,,#N/A,#N/A,#N/A,
speakup,to say without fear,9,,#N/A,#N/A,#N/A,
speaker,a talker,9,7.0,#N/A,#N/A,#N/A,
spearhead,sharp end of spear,9,11.7,#N/A,#N/A,#N/A,
spearmint,a gum flavor,9,7.2,#N/A,#N/A,#N/A,
special,out of the ordinary,9,5.6,#N/A,#N/A,#N/A,
specialty,particular kind,9,9.1,#N/A,#N/A,#N/A,
speck,a tiny thing,9,8.0,#N/A,#N/A,#N/A,
speckled,marked with spots,9,9.3,#N/A,#N/A,#N/A,
speckles,little spots,9,,#N/A,#N/A,#N/A,
specs,eyeglasses,9,12.9,#N/A,#N/A,#N/A,
spectacles,eyeglasses,9,9.4,#N/A,#N/A,#N/A,
spectacular,a big display,9,9.0,#N/A,#N/A,#N/A,
speech,saying words,9,6.8,#N/A,#N/A,#N/A,
speech,a language,9,6.8,#N/A,#N/A,#N/A,
speechless,unable to talk,9,8.7,#N/A,#N/A,#N/A,
speed,to send fast,9,6.2,#N/A,#N/A,#N/A,
speedlimit,highest speed allowed,9,,#N/A,#N/A,#N/A,
speedily,very fast,9,,#N/A,#N/A,#N/A,
speedometer,shows rate of movement,9,9.4,#N/A,#N/A,#N/A,
speedway,fast turnpike,9,9.0,#N/A,#N/A,#N/A,
speedy,quick,9,6.6,#N/A,#N/A,#N/A,
spell,to write or say letters in word,9,5.4,#N/A,#N/A,#N/A,
speller,spelling book,9,7.4,#N/A,#N/A,#N/A,
spellingbee,spelling contest,9,,#N/A,#N/A,#N/A,
spend,to use up,9,6.2,#N/A,#N/A,#N/A,
spendtime,to pass or take time,9,,#N/A,#N/A,#N/A,
sphinx,old Egyptian tomb,9,10.7,#N/A,#N/A,#N/A,
spice,flavoring,9,7.2,#N/A,#N/A,#N/A,
spied,did secret-agent work,9,7.2,#N/A,#N/A,#N/A,
spike,large nail,9,7.3,#N/A,#N/A,#N/A,
spinach,a green vegetable,9,5.8,#N/A,#N/A,#N/A,
spindle,a rod used in handspinning,9,10.7,#N/A,#N/A,#N/A,
spine,backbone,9,7.8,#N/A,#N/A,#N/A,
spirit,the soul part of man,9,7.6,#N/A,#N/A,#N/A,
spiritual,religious,9,8.7,#N/A,#N/A,#N/A,
spit,liquid in the mouth,9,5.1,#N/A,#N/A,#N/A,
splinter,"thin, sharp piece",9,4.7,#N/A,#N/A,#N/A,
spoiler,what ruins the fun,9,10.3,#N/A,#N/A,#N/A,
spoke,part of wheel,9,4.5,#N/A,#N/A,#N/A,
spoken,said,9,4.5,#N/A,#N/A,#N/A,
spongy,soft and rubberlike,9,8.9,#N/A,#N/A,#N/A,
spook,ghost,9,6.9,#N/A,#N/A,#N/A,
spoonful,what a spoon can hold,9,5.4,#N/A,#N/A,#N/A,
sport,good loser,9,5.4,#N/A,#N/A,#N/A,
sportsman,a hunter or fisherman,9,10.8,#N/A,#N/A,#N/A,
spot,a dirty stain,9,5.3,#N/A,#N/A,#N/A,
spot,a little bit,9,5.3,#N/A,#N/A,#N/A,
spotty,marked with spots,9,6.8,#N/A,#N/A,#N/A,
spout,part of teapot,9,7.9,#N/A,#N/A,#N/A,
spraygun,used to squirt paint,9,,#N/A,#N/A,#N/A,
spread,to pull or push apart,9,6.4,#N/A,#N/A,#N/A,
spree,good time,9,10.3,#N/A,#N/A,#N/A,
springtime,"March, April, May",9,5.7,#N/A,#N/A,#N/A,
springy,full of bounce,9,8.9,#N/A,#N/A,#N/A,
sprout,a young plant,9,9.0,#N/A,#N/A,#N/A,
spruce,a tree,9,10.8,#N/A,#N/A,#N/A,
sputter,make spitting noises,9,10.1,#N/A,#N/A,#N/A,
spy,to catch sight of,9,7.2,#N/A,#N/A,#N/A,
spy,secret watcher,9,7.2,#N/A,#N/A,#N/A,
square,figure with 4 equal sides and angles,9,4.4,#N/A,#N/A,#N/A,
square,public area,9,4.4,#N/A,#N/A,#N/A,
squaredeal,"a fair, honest deal",9,,#N/A,#N/A,#N/A,
squat,sit on heels,9,8.4,#N/A,#N/A,#N/A,
squaw,Indian woman,9,10.0,#N/A,#N/A,#N/A,
squeal,to tell on,9,7.1,#N/A,#N/A,#N/A,
squeal,a cry,9,7.1,#N/A,#N/A,#N/A,
squeezer,presses together,9,8.1,#N/A,#N/A,#N/A,
stab,stick knife into,9,6.7,#N/A,#N/A,#N/A,
stack,a pile,9,6.7,#N/A,#N/A,#N/A,
stack,a large amount,9,6.7,#N/A,#N/A,#N/A,
stack,things piled up,9,6.7,#N/A,#N/A,#N/A,
stadium,place for sports,9,7.0,#N/A,#N/A,#N/A,
stage,the scene of action,9,6.9,#N/A,#N/A,#N/A,
stage,the theater,9,6.9,#N/A,#N/A,#N/A,
stage,a stagecoach,9,6.9,#N/A,#N/A,#N/A,
stage,to produce a play,9,6.9,#N/A,#N/A,#N/A,
stage,platform in a theater,9,6.9,#N/A,#N/A,#N/A,
stagecoach,carriage,9,9.0,#N/A,#N/A,#N/A,
stain,a dirty spot,9,6.2,#N/A,#N/A,#N/A,
stainless,spotless,9,10.7,#N/A,#N/A,#N/A,
stair,a step,9,4.5,#N/A,#N/A,#N/A,
stairway,set of steps,9,4.2,#N/A,#N/A,#N/A,
stakeaclaim,give notice of ownership,9,,#N/A,#N/A,#N/A,
stall,pu t off doing,9,7.5,#N/A,#N/A,#N/A,
stall,barn space for animal,9,7.5,#N/A,#N/A,#N/A,
stallion,a male horse,9,9.4,#N/A,#N/A,#N/A,
stamp,official mark or seal,9,5.8,#N/A,#N/A,#N/A,
stamp,to print or mark on,9,5.8,#N/A,#N/A,#N/A,
stamp,an imprint,9,5.8,#N/A,#N/A,#N/A,
stamp,to strike heavily with the foot,9,5.8,#N/A,#N/A,#N/A,
standing,position,9,4.7,#N/A,#N/A,#N/A,
starchy,containing starch,9,10.7,#N/A,#N/A,#N/A,
starlight,light from stars,9,7.4,#N/A,#N/A,#N/A,
starvation,lack of food,9,8.5,#N/A,#N/A,#N/A,
state,a nation,9,7.1,#N/A,#N/A,#N/A,
statement,something said or written,9,9.1,#N/A,#N/A,#N/A,
station,police headquarters,9,6.8,#N/A,#N/A,#N/A,
stationwagon,a type of auto,9,,#N/A,#N/A,#N/A,
stationmaster,depot master,9,9.7,#N/A,#N/A,#N/A,
stayput,to remain there,9,,#N/A,#N/A,#N/A,
staywell,keep on being well,9,,#N/A,#N/A,#N/A,
steadily,firmly,9,,#N/A,#N/A,#N/A,
steady,doesn't wobble,9,7.8,#N/A,#N/A,#N/A,
steady,to hold something still,9,7.8,#N/A,#N/A,#N/A,
steak,a slice of beef,9,6.4,#N/A,#N/A,#N/A,
steal,to sneak a base,9,6.1,#N/A,#N/A,#N/A,
steam,water vapor,9,6.5,#N/A,#N/A,#N/A,
steamengine,the power to run things,9,,#N/A,#N/A,#N/A,
steamboat,a steam-driven boat,9,7.7,#N/A,#N/A,#N/A,
steamer,a ship which runs on steam,9,9.3,#N/A,#N/A,#N/A,
steamer,an engine driven by steam,9,9.3,#N/A,#N/A,#N/A,
steamshovel,a machine for digging,9,,#N/A,#N/A,#N/A,
stem,the stalk of a flower,9,6.7,#N/A,#N/A,#N/A,
stepdaughter,daughter from earlier marriage,9,8.9,#N/A,#N/A,#N/A,
stepladder,folding ladder,9,7.2,#N/A,#N/A,#N/A,
stepson,son from earlier marriage,9,7.9,#N/A,#N/A,#N/A,
stereo,a record player,9,6.0,#N/A,#N/A,#N/A,
sterilize,free from germs,9,11.7,#N/A,#N/A,#N/A,
sterling,made of fine silver,9,11.0,#N/A,#N/A,#N/A,
stew,a boiled meat dish,9,6.6,#N/A,#N/A,#N/A,
stickto,to keep using,9,,#N/A,#N/A,#N/A,
stickupfor,to take sides with,9,,#N/A,#N/A,#N/A,
sticker,gummed label,9,4.4,#N/A,#N/A,#N/A,
stickiest,the most like glue,9,4.1,#N/A,#N/A,#N/A,
stiffly,awkwardly,9,,#N/A,#N/A,#N/A,
stiffness,hard to bend over,9,10.6,#N/A,#N/A,#N/A,
still,quiet,9,5.5,#N/A,#N/A,#N/A,
stillness,silence,9,8.1,#N/A,#N/A,#N/A,
stilts,walking poles,9,9.9,#N/A,#N/A,#N/A,
sting,thing that hurts or smarts,9,5.7,#N/A,#N/A,#N/A,
stinger,an insect's weapon,9,7.8,#N/A,#N/A,#N/A,
stinkbug,"a large, bad-smelling bug",9,9.1,#N/A,#N/A,#N/A,
stir,to mix by moving around,9,5.7,#N/A,#N/A,#N/A,
stitch,to fasten,9,7.6,#N/A,#N/A,#N/A,
stitch,a loop of thread,9,7.6,#N/A,#N/A,#N/A,
stock,supply on hand,9,9.4,#N/A,#N/A,#N/A,
stole,robbed,9,6.1,#N/A,#N/A,#N/A,
stolen,taken without right,9,6.1,#N/A,#N/A,#N/A,
stomach,the body's food sac,9,5.2,#N/A,#N/A,#N/A,
stomp,to stamp with the foot,9,5.8,#N/A,#N/A,#N/A,
stood,did stand,9,4.7,#N/A,#N/A,#N/A,
stoop,to bend forward,9,9.3,#N/A,#N/A,#N/A,
stopup,to plug up,9,,#N/A,#N/A,#N/A,
stopwatch,split-second timer,9,,#N/A,#N/A,#N/A,
stopping,quitting,9,3.5,#N/A,#N/A,#N/A,
storage,safekeeping,9,7.9,#N/A,#N/A,#N/A,
storage,keeping on hand,9,7.9,#N/A,#N/A,#N/A,
storehouse,warehouse,9,8.6,#N/A,#N/A,#N/A,
storey,floor of a building,9,3.6,#N/A,#N/A,#N/A,
stowaway,hidden passenger,9,9.5,#N/A,#N/A,#N/A,
straight,evenly-formed,9,5.6,#N/A,#N/A,#N/A,
straight,not crooked,9,5.6,#N/A,#N/A,#N/A,
straight,direct,9,5.6,#N/A,#N/A,#N/A,
straighten,put in order,9,7.6,#N/A,#N/A,#N/A,
strain,to stretch beyond limits,9,8.6,#N/A,#N/A,#N/A,
straitjacket,arm-binding coat,9,,#N/A,#N/A,#N/A,
strange,unusual,9,6.7,#N/A,#N/A,#N/A,
strangle,choke to death,9,8.2,#N/A,#N/A,#N/A,
straw,dried grain stems,9,5.1,#N/A,#N/A,#N/A,
straw,a tube to drink through,9,5.1,#N/A,#N/A,#N/A,
stray,a lost animal,9,7.6,#N/A,#N/A,#N/A,
stream,a small river,9,6.2,#N/A,#N/A,#N/A,
streamliner,modern passenger train,9,13.9,#N/A,#N/A,#N/A,
stretch,to relax muscles,9,6.4,#N/A,#N/A,#N/A,
stretch,to strain by tightening,9,6.4,#N/A,#N/A,#N/A,
strict,follows rules carefully,9,7.1,#N/A,#N/A,#N/A,
strike,bowling term,9,7.8,#N/A,#N/A,#N/A,
strikeout,pitch three strikes,9,,#N/A,#N/A,#N/A,
strikeout,cross out,9,,#N/A,#N/A,#N/A,
striking,hitting,9,,#N/A,#N/A,#N/A,
string,used on violin,9,5.1,#N/A,#N/A,#N/A,
strip,to make bare or empty,9,8.0,#N/A,#N/A,#N/A,
strip,to undress,9,8.0,#N/A,#N/A,#N/A,
strip,"a long, narrow  piece",9,8.0,#N/A,#N/A,#N/A,
stripe,a long narrow band,9,5.5,#N/A,#N/A,#N/A,
stroke,arm movement in swimming,9,8.3,#N/A,#N/A,#N/A,
stroke,a sudden attack of illness,9,8.3,#N/A,#N/A,#N/A,
strokeofluck,sudden good fortune,9,,#N/A,#N/A,#N/A,
strongbelief,a firmly-held belief,9,,#N/A,#N/A,#N/A,
struck,hit,9,7.8,#N/A,#N/A,#N/A,
structure,something built,9,9.5,#N/A,#N/A,#N/A,
strum,play on strings,9,9.2,#N/A,#N/A,#N/A,
stub,something short,9,8.5,#N/A,#N/A,#N/A,
stubyourtoes,bump your toes,9,,#N/A,#N/A,#N/A,
stubborn,wants own way,9,7.6,#N/A,#N/A,#N/A,
stubby,short and thick,9,9.8,#N/A,#N/A,#N/A,
study,branch of learning,9,7.5,#N/A,#N/A,#N/A,
stuff,"goods, belongings",9,5.6,#N/A,#N/A,#N/A,
stuff,to pack too full,9,5.6,#N/A,#N/A,#N/A,
stuff,to fill with something,9,5.6,#N/A,#N/A,#N/A,
stuff,"matter, material",9,5.6,#N/A,#N/A,#N/A,
stumble,trip or fall,9,8.0,#N/A,#N/A,#N/A,
stump,part of tree,9,7.2,#N/A,#N/A,#N/A,
stung,pierced by an insect,9,5.7,#N/A,#N/A,#N/A,
stunk,smelled bad,9,4.9,#N/A,#N/A,#N/A,
stupid,without good sense,9,5.1,#N/A,#N/A,#N/A,
stutter,repeat same sound,9,8.4,#N/A,#N/A,#N/A,
sub,an underwater boat,9,6.6,#N/A,#N/A,#N/A,
substitute,takes place of,9,8.1,#N/A,#N/A,#N/A,
substitute,to take place of,9,8.1,#N/A,#N/A,#N/A,
substitution,takes the place of,9,8.9,#N/A,#N/A,#N/A,
subtract,take away,9,6.4,#N/A,#N/A,#N/A,
succeed,win,9,8.5,#N/A,#N/A,#N/A,
success,good fortune,9,8.3,#N/A,#N/A,#N/A,
success,an affair that turns out well,9,8.3,#N/A,#N/A,#N/A,
such,what,9,6.4,#N/A,#N/A,#N/A,
such,so much,9,6.4,#N/A,#N/A,#N/A,
sucker,a lollipop,9,6.1,#N/A,#N/A,#N/A,
sudden,without warning,9,7.3,#N/A,#N/A,#N/A,
suddenness,being quick,9,9.4,#N/A,#N/A,#N/A,
suds,soapy water,9,7.3,#N/A,#N/A,#N/A,
suffer,have pain,9,8.9,#N/A,#N/A,#N/A,
sufferer,person with pain,9,9.3,#N/A,#N/A,#N/A,
suffering,hurting,9,,#N/A,#N/A,#N/A,
suffocation,choking,9,9.8,#N/A,#N/A,#N/A,
sugarcane,a plant which gives sugar,9,,#N/A,#N/A,#N/A,
suggest,to furnish an idea,9,8.4,#N/A,#N/A,#N/A,
suggest,bring to mind,9,8.4,#N/A,#N/A,#N/A,
